
---------- Begin Simulation Statistics ----------
simSeconds                                   0.008784                       # Number of seconds simulated (Second)
simTicks                                   8783970300                       # Number of ticks simulated (Tick)
finalTick                                  8783970300                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     86.14                       # Real time elapsed on the host (Second)
hostTickRate                                101968708                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8525288                       # Number of bytes of host memory used (Byte)
simInsts                                     14793986                       # Number of instructions simulated (Count)
simOps                                       17433143                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   171736                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     202372                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           588                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage     1.100000                       # Voltage in Volts (Volt)
system.cpu.numCycles                         14938726                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        19730893                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   274929                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       19597299                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  60525                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              2572678                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            983097                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               29929                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            14899126                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.315332                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.206965                       # Number of insts issued each cycle (Count)
system.cpu.dcache.tags.ageTaskId_202::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_203::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_203::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_203::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_203::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_203::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_204::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_204::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_204::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_204::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_204::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_205::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_205::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_205::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_205::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_205::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_206::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_206::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_206::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_206::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_206::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_207::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_207::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_207::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_207::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_207::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_208::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_208::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_208::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_208::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_208::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_209::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_209::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_209::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_209::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_209::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_210::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_210::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_210::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_210::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_210::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_211::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_211::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_211::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_211::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_211::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_212::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_212::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_212::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_212::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_212::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_213::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_213::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_213::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_213::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_213::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_214::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_214::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_214::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_214::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_214::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_215::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_215::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_215::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_215::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_215::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_216::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_216::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_216::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_216::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_216::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_217::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_217::1           512                       # Occupied blocks per task id, per block age (Count)
