
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001874                       # Number of seconds simulated (Second)
simTicks                                   1874187672                       # Number of ticks simulated (Tick)
finalTick                                  1874187672                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     21.06                       # Real time elapsed on the host (Second)
hostTickRate                                 88978639                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8522952                       # Number of bytes of host memory used (Byte)
simInsts                                      4848347                       # Number of instructions simulated (Count)
simOps                                        4855231                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   230177                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     230504                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           588                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage     1.100000                       # Voltage in Volts (Volt)
system.cpu.numCycles                          3187395                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         4948685                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      192                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        4916244                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1700                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                93645                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             69141                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  48                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             3133145                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.569108                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.891343                       # Number of insts issued each cycle (Count)
system.cpu.dcache.tags.ageTaskId_641::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_641::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_641::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_641::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_641::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_642::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_642::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_642::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_642::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_642::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_643::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_643::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_643::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_643::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_643::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_644::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_644::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_644::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_644::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_644::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_645::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_645::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_645::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_645::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_645::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_646::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_646::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_646::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_646::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_646::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_647::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_647::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_647::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_647::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_647::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_648::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_648::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_648::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_648::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_648::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_649::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_649::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_649::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_649::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_649::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_650::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_650::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_650::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_650::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_650::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_651::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_651::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_651::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_651::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_651::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_652::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_652::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_652::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_652::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_652::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_653::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_653::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_653::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_653::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_653::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_654::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_654::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_654::2           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_654::3           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_654::4           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_655::0           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_655::1           512                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_655::2           512                       # Occupied blocks per task id, per block age (Count)
